frame,id,left,top,width,height,confidence,x,y,z
8,2,926.803,78.497,86.63199999999995,66.37500000000001,0.741,-1,-1,-1
8,3,1290.009,361.777,224.23000000000002,176.46300000000002,0.997,-1,-1,-1
9,0,885.724,93.119,52.19799999999998,47.45000000000002,0.919,-1,-1,-1
9,1,1179.672,102.35,49.10400000000004,51.916,0.902,-1,-1,-1
9,2,927.211,77.74,83.822,66.629,0.767,-1,-1,-1
9,3,1290.004,361.446,224.1289999999999,176.93899999999996,0.997,-1,-1,-1
10,0,886.196,93.408,51.985000000000014,47.08999999999999,0.906,-1,-1,-1
10,6,875.415,99.519,45.82000000000005,40.941,0.584,-1,-1,-1
10,5,911.201,93.368,32.355999999999995,45.91399999999999,0.527,-1,-1,-1
10,1,1179.659,102.195,49.18299999999999,52.05599999999998,0.887,-1,-1,-1
10,2,927.92,78.09,82.71100000000001,65.33000000000001,0.753,-1,-1,-1
10,3,1289.878,361.438,224.31500000000005,177.21699999999998,0.998,-1,-1,-1
11,0,885.281,93.365,52.75699999999995,47.24900000000001,0.908,-1,-1,-1
11,1,1179.653,101.877,49.25,52.650999999999996,0.882,-1,-1,-1
11,2,927.849,78.08,82.81200000000001,65.37999999999998,0.74,-1,-1,-1
11,3,1289.888,361.656,224.43100000000004,176.998,0.998,-1,-1,-1
12,0,891.052,93.212,49.197,47.054000000000016,0.934,-1,-1,-1
12,7,875.113,100.718,41.06700000000001,39.789,0.565,-1,-1,-1
12,1,1179.563,102.276,49.37200000000007,52.997,0.902,-1,-1,-1
12,2,927.398,78.028,83.69200000000001,65.796,0.719,-1,-1,-1
12,3,1289.764,361.866,224.914,177.03300000000002,0.998,-1,-1,-1
13,0,892.569,93.88,47.347999999999956,46.22200000000001,0.936,-1,-1,-1
13,7,875.323,101.152,39.55600000000004,39.386999999999986,0.586,-1,-1,-1
13,1,1179.344,102.314,49.378999999999905,53.22200000000001,0.919,-1,-1,-1
13,2,928.525,79.587,82.17399999999998,66.73299999999999,0.717,-1,-1,-1
13,3,1289.661,361.609,224.9269999999999,176.92199999999997,0.998,-1,-1,-1
14,0,893.04,93.846,46.85799999999995,46.32900000000001,0.937,-1,-1,-1
14,7,875.423,100.769,40.148000000000025,39.769000000000005,0.603,-1,-1,-1
14,1,1179.264,102.372,49.46100000000001,53.31400000000001,0.923,-1,-1,-1
14,2,928.449,79.65,82.303,66.60400000000001,0.719,-1,-1,-1
14,3,1289.955,361.753,224.65599999999995,176.70300000000003,0.998,-1,-1,-1
15,0,893.024,93.836,46.84699999999998,46.343,0.935,-1,-1,-1
15,7,875.237,101.287,39.250999999999976,39.24000000000001,0.61,-1,-1,-1
15,1,1179.317,102.397,49.447000000000116,53.386999999999986,0.919,-1,-1,-1
15,2,928.143,79.641,82.47500000000002,66.7,0.711,-1,-1,-1
15,3,1289.735,361.732,224.89100000000008,176.796,0.998,-1,-1,-1
16,0,892.575,93.388,47.58699999999999,46.652000000000015,0.935,-1,-1,-1
16,7,874.982,101.252,39.10900000000004,38.989999999999995,0.576,-1,-1,-1
16,1,1179.473,102.438,49.35799999999995,53.08300000000001,0.911,-1,-1,-1
16,2,928.264,79.574,82.19799999999998,66.824,0.701,-1,-1,-1
16,3,1289.561,361.994,224.88699999999994,176.40199999999993,0.998,-1,-1,-1
17,0,875.932,91.909,64.68600000000004,48.836,0.927,-1,-1,-1
17,1,1180.098,102.127,48.440000000000055,52.78099999999999,0.89,-1,-1,-1
17,2,927.248,77.714,83.37400000000002,65.97800000000001,0.743,-1,-1,-1
17,3,1289.34,361.4,225.08300000000008,177.27599999999995,0.998,-1,-1,-1
18,0,883.385,92.416,54.601,47.90100000000001,0.9,-1,-1,-1
18,1,1178.545,101.266,49.761999999999944,51.545,0.892,-1,-1,-1
18,7,874.417,98.752,44.474000000000046,41.66699999999999,0.539,-1,-1,-1
18,2,927.271,78.424,86.42700000000002,66.4,0.721,-1,-1,-1
18,3,1289.232,361.664,225.0440000000001,176.75099999999998,0.998,-1,-1,-1
19,1,1178.333,101.109,50.085000000000036,52.247,0.903,-1,-1,-1
19,0,875.853,91.876,64.57500000000005,48.823999999999984,0.918,-1,-1,-1
19,2,927.099,78.294,86.66899999999998,66.57800000000002,0.706,-1,-1,-1
19,3,1289.432,361.724,224.70399999999995,176.89100000000002,0.998,-1,-1,-1
20,0,876.047,92.035,64.32299999999998,48.68699999999998,0.912,-1,-1,-1
20,1,1179.678,101.758,48.805000000000064,52.68999999999998,0.881,-1,-1,-1
20,2,927.147,78.067,86.49800000000005,66.77400000000002,0.674,-1,-1,-1
20,3,1289.42,361.637,224.66800000000012,176.90799999999996,0.998,-1,-1,-1
21,0,875.784,91.9,64.78100000000006,48.827,0.909,-1,-1,-1
21,1,1179.52,101.794,48.999000000000024,53.217,0.905,-1,-1,-1
21,2,926.911,78.018,86.58600000000001,66.768,0.655,-1,-1,-1
21,3,1288.995,361.836,225.13200000000006,176.71699999999998,0.998,-1,-1,-1
22,0,875.834,91.663,64.81499999999994,49.070999999999984,0.915,-1,-1,-1
22,1,1179.418,101.834,49.08899999999994,53.139999999999986,0.909,-1,-1,-1
22,2,927.122,78.149,86.20899999999995,66.614,0.7,-1,-1,-1
22,3,1289.248,361.868,224.99900000000002,176.76500000000004,0.998,-1,-1,-1
23,0,875.756,91.803,64.86099999999999,48.798,0.924,-1,-1,-1
23,8,873.538,98.598,40.06200000000001,41.861000000000004,0.513,-1,-1,-1
23,1,1179.607,102.023,48.702999999999975,52.991000000000014,0.915,-1,-1,-1
23,2,927.394,78.121,85.96000000000004,66.37600000000002,0.716,-1,-1,-1
23,3,1289.287,361.819,224.92100000000005,176.632,0.998,-1,-1,-1
24,0,879.99,91.986,57.676000000000045,48.509,0.913,-1,-1,-1
24,1,1179.747,101.746,48.621000000000095,53.413,0.905,-1,-1,-1
24,2,928.4,78.711,81.88199999999995,67.52,0.709,-1,-1,-1
24,3,1289.512,361.675,224.4480000000001,176.661,0.998,-1,-1,-1
25,0,879.935,91.969,57.71600000000001,48.543000000000006,0.914,-1,-1,-1
25,1,1179.756,101.746,48.61799999999994,53.459999999999994,0.902,-1,-1,-1
25,2,928.358,78.722,81.82600000000002,67.52500000000002,0.716,-1,-1,-1
25,3,1289.537,361.658,224.42000000000007,176.56899999999996,0.998,-1,-1,-1
26,0,879.975,91.975,57.673,48.537000000000006,0.914,-1,-1,-1
26,1,1179.756,101.746,48.61799999999994,53.461,0.902,-1,-1,-1
26,2,928.35,78.73,81.83799999999997,67.51099999999998,0.716,-1,-1,-1
26,3,1289.517,361.628,224.49299999999994,176.64100000000002,0.998,-1,-1,-1
27,0,881.008,92.083,56.68700000000001,48.339,0.908,-1,-1,-1
27,1,1179.769,101.746,48.597999999999956,53.45300000000002,0.902,-1,-1,-1
27,2,928.298,78.759,81.86799999999994,67.502,0.71,-1,-1,-1
27,3,1289.541,361.773,224.50700000000006,176.59199999999998,0.998,-1,-1,-1
28,0,881.283,92.079,56.543000000000006,48.25099999999999,0.909,-1,-1,-1
28,1,1179.866,101.686,48.78800000000001,53.09899999999999,0.913,-1,-1,-1
28,2,928.428,78.738,81.73799999999994,67.52199999999999,0.713,-1,-1,-1
28,3,1289.482,361.758,224.53500000000008,176.47599999999994,0.998,-1,-1,-1
29,0,875.48,91.731,65.29700000000003,49.09300000000002,0.947,-1,-1,-1
29,1,1180.015,101.509,48.519000000000005,53.61999999999999,0.915,-1,-1,-1
29,2,928.541,78.838,81.495,67.315,0.721,-1,-1,-1
29,3,1289.41,362.151,224.808,176.10899999999998,0.998,-1,-1,-1
30,0,875.786,92.221,65.11400000000003,48.736999999999995,0.94,-1,-1,-1
30,1,1179.833,102.117,48.682000000000016,52.44199999999999,0.892,-1,-1,-1
30,2,928.308,79.012,82.31100000000004,67.356,0.73,-1,-1,-1
30,3,1289.785,362.8,224.6790000000001,175.97200000000004,0.998,-1,-1,-1
31,0,885.509,92.809,52.41300000000001,47.68600000000001,0.912,-1,-1,-1
31,8,874.789,98.806,44.65300000000002,41.592,0.67,-1,-1,-1
31,9,911.381,92.341,32.698999999999955,47.15599999999999,0.553,-1,-1,-1
31,1,1179.763,101.733,48.922000000000025,54.25200000000001,0.881,-1,-1,-1
31,2,927.106,78.712,86.63900000000001,66.294,0.75,-1,-1,-1
31,3,1289.615,362.126,224.78500000000008,176.221,0.998,-1,-1,-1
32,0,891.915,93.542,48.09299999999996,46.81700000000001,0.926,-1,-1,-1
32,1,1179.637,101.845,49.30199999999991,54.07599999999999,0.92,-1,-1,-1
32,2,927.568,79.557,82.84400000000005,66.81000000000002,0.758,-1,-1,-1
32,3,1289.474,361.849,225.3019999999999,176.685,0.998,-1,-1,-1
33,0,892.818,93.65,47.35900000000004,46.61500000000001,0.928,-1,-1,-1
33,1,1179.041,102.005,49.886999999999944,54.634000000000015,0.946,-1,-1,-1
33,2,927.72,79.68,82.68499999999995,66.636,0.757,-1,-1,-1
33,3,1289.553,361.704,225.04999999999995,177.07699999999994,0.998,-1,-1,-1
34,0,893.322,93.938,46.74699999999996,46.30800000000001,0.932,-1,-1,-1
34,1,1179.11,101.856,49.81899999999996,54.619,0.948,-1,-1,-1
34,2,927.505,79.553,82.76599999999996,66.953,0.76,-1,-1,-1
34,3,1289.493,361.926,225.086,176.925,0.997,-1,-1,-1
35,0,893.292,93.851,46.85799999999995,46.43600000000001,0.934,-1,-1,-1
35,10,874.477,108.831,29.259000000000015,31.242000000000004,0.51,-1,-1,-1
35,1,1179.066,102.038,49.827999999999975,54.29600000000001,0.947,-1,-1,-1
35,2,927.443,79.478,82.84900000000005,67.11399999999999,0.764,-1,-1,-1
35,3,1289.644,362.048,225.1110000000001,176.827,0.998,-1,-1,-1
36,0,893.87,93.678,46.37099999999998,46.46800000000002,0.938,-1,-1,-1
36,10,874.393,103.096,34.69500000000005,37.77699999999999,0.611,-1,-1,-1
36,1,1178.974,101.609,50.21900000000005,55.41099999999999,0.954,-1,-1,-1
36,2,927.847,79.742,82.63300000000004,66.71999999999998,0.758,-1,-1,-1
36,3,1289.377,361.911,225.64599999999996,176.92000000000002,0.998,-1,-1,-1
37,0,894.553,94.143,45.74800000000005,45.977000000000004,0.949,-1,-1,-1
37,8,878.221,95.931,47.861999999999966,44.812,0.65,-1,-1,-1
37,10,875.017,109.634,28.057000000000016,30.83999999999999,0.576,-1,-1,-1
37,1,1178.636,101.752,50.394000000000005,55.08400000000002,0.948,-1,-1,-1
37,2,927.62,79.72,82.755,66.91999999999999,0.737,-1,-1,-1
37,3,1289.803,362.227,225.28500000000008,177.029,0.998,-1,-1,-1
38,0,894.082,93.985,46.33600000000001,46.18500000000002,0.95,-1,-1,-1
38,10,875.083,102.587,35.360000000000014,38.248000000000005,0.579,-1,-1,-1
38,1,1178.865,101.626,50.30600000000004,55.82900000000001,0.951,-1,-1,-1
38,2,928.476,79.847,82.28899999999999,66.73099999999998,0.725,-1,-1,-1
38,3,1289.672,362.256,225.327,177.125,0.998,-1,-1,-1
39,0,893.681,94.039,46.706999999999994,46.18300000000001,0.945,-1,-1,-1
39,1,1178.122,101.359,50.4369999999999,54.727999999999994,0.948,-1,-1,-1
39,10,875.041,101.915,37.25400000000002,38.782,0.572,-1,-1,-1
39,2,928.258,79.821,82.34900000000005,66.904,0.712,-1,-1,-1
39,3,1289.515,362.864,225.62599999999998,176.42000000000002,0.998,-1,-1,-1
40,0,893.31,93.033,47.54899999999998,47.16600000000001,0.949,-1,-1,-1
40,1,1178.261,101.596,50.269000000000005,54.595,0.954,-1,-1,-1
40,10,874.73,101.992,36.16899999999998,38.68300000000001,0.632,-1,-1,-1
40,2,929.078,79.586,81.57799999999997,66.92800000000001,0.758,-1,-1,-1
40,3,1289.297,362.524,225.94299999999998,176.97000000000003,0.998,-1,-1,-1
41,0,893.657,93.012,47.26200000000006,47.135999999999996,0.939,-1,-1,-1
41,11,874.595,103.736,33.60900000000004,36.56400000000001,0.587,-1,-1,-1
41,1,1179.491,102.551,49.406999999999925,53.32299999999999,0.937,-1,-1,-1
41,2,929.257,79.56,81.25199999999995,66.86599999999999,0.763,-1,-1,-1
41,3,1288.789,362.249,226.0709999999999,176.75199999999995,0.998,-1,-1,-1
42,0,893.509,92.951,47.347999999999956,47.224999999999994,0.945,-1,-1,-1
42,11,874.387,103.221,34.490999999999985,37.12700000000001,0.625,-1,-1,-1
42,1,1179.564,102.396,49.184999999999945,53.254000000000005,0.937,-1,-1,-1
42,2,928.928,79.578,81.66300000000001,66.78400000000002,0.791,-1,-1,-1
42,3,1288.565,361.933,226.06999999999994,176.885,0.997,-1,-1,-1
43,0,892.889,92.768,47.686000000000035,47.15700000000001,0.933,-1,-1,-1
43,1,1178.407,101.715,49.66100000000006,51.385999999999996,0.913,-1,-1,-1
43,11,874.265,103.042,33.48400000000004,37.39099999999999,0.678,-1,-1,-1
43,2,928.57,79.497,82.048,66.497,0.732,-1,-1,-1
43,3,1288.772,362.053,226.10300000000007,176.62,0.997,-1,-1,-1
44,11,872.87,107.075,29.273000000000025,33.71900000000001,0.518,-1,-1,-1
44,0,877.622,91.748,63.26099999999997,48.652,0.902,-1,-1,-1
44,12,910.947,91.814,32.96799999999996,47.405,0.508,-1,-1,-1
44,1,1179.73,102.091,48.771999999999935,53.11,0.914,-1,-1,-1
44,2,929.07,79.147,81.38900000000001,67.182,0.702,-1,-1,-1
44,3,1288.914,360.474,225.19299999999998,177.652,0.998,-1,-1,-1
45,0,892.676,91.922,47.422000000000025,47.49799999999999,0.925,-1,-1,-1
45,1,1178.223,101.671,50.09899999999993,52.64200000000001,0.927,-1,-1,-1
45,11,874.579,102.835,31.557999999999993,37.06099999999999,0.526,-1,-1,-1
45,2,927.889,78.759,82.24900000000002,64.50000000000001,0.755,-1,-1,-1
45,3,1288.777,361.294,225.31400000000008,176.67200000000003,0.998,-1,-1,-1
46,1,1178.229,101.243,50.06099999999992,52.80000000000001,0.938,-1,-1,-1
46,0,879.165,91.586,61.30200000000002,48.262000000000015,0.905,-1,-1,-1
46,2,928.102,77.131,81.197,66.33700000000002,0.73,-1,-1,-1
46,3,1289.08,361.519,224.885,176.312,0.998,-1,-1,-1
47,1,1178.204,101.235,50.07400000000007,52.85600000000001,0.935,-1,-1,-1
47,0,878.885,91.753,61.575000000000045,48.17799999999998,0.905,-1,-1,-1
47,2,927.792,77.147,81.43399999999997,66.389,0.732,-1,-1,-1
47,3,1289.031,361.467,224.97000000000003,176.44399999999996,0.998,-1,-1,-1
48,0,891.623,91.859,48.450000000000045,47.57000000000001,0.898,-1,-1,-1
48,1,1178.271,101.031,49.912000000000035,53.52799999999999,0.913,-1,-1,-1
48,2,928.252,78.651,82.26099999999997,67.615,0.707,-1,-1,-1
48,3,1289.315,361.604,224.79300000000012,176.47899999999998,0.997,-1,-1,-1
49,1,1178.14,101.422,49.730999999999995,51.64599999999999,0.891,-1,-1,-1
49,0,877.702,91.447,63.024,48.736999999999995,0.903,-1,-1,-1
49,2,928.19,78.577,82.23299999999995,67.695,0.716,-1,-1,-1
49,3,1289.16,361.518,225.20299999999997,176.83099999999996,0.997,-1,-1,-1
50,1,1178.628,99.718,49.034000000000106,56.117000000000004,0.888,-1,-1,-1
50,0,877.653,91.487,63.06700000000001,48.815,0.905,-1,-1,-1
50,2,928.065,78.53,82.39999999999998,67.82500000000002,0.72,-1,-1,-1
50,3,1289.166,361.543,225.22599999999989,176.81600000000003,0.997,-1,-1,-1
51,1,1178.204,101.217,50.01999999999998,52.92299999999999,0.901,-1,-1,-1
51,0,877.626,91.472,63.04899999999998,48.849000000000004,0.91,-1,-1,-1
51,2,926.96,78.039,85.94600000000003,66.51100000000001,0.758,-1,-1,-1
51,3,1289.114,361.619,225.298,176.83399999999995,0.997,-1,-1,-1
52,0,878.15,91.78,62.013000000000034,48.620000000000005,0.91,-1,-1,-1
52,1,1179.136,101.543,49.682000000000016,53.44200000000001,0.9,-1,-1,-1
52,2,928.047,78.608,82.73800000000006,67.518,0.771,-1,-1,-1
52,3,1289.321,362.353,224.92599999999993,176.16900000000004,0.998,-1,-1,-1
53,0,877.826,91.751,62.27200000000005,48.801000000000016,0.913,-1,-1,-1
53,1,1179.651,102.221,48.58600000000001,52.791,0.876,-1,-1,-1
53,2,927.526,78.818,83.09900000000005,67.41000000000001,0.751,-1,-1,-1
53,3,1286.767,361.995,230.39300000000003,178.01200000000006,0.997,-1,-1,-1
54,0,892.259,92.527,47.08600000000001,47.53599999999999,0.912,-1,-1,-1
54,11,874.747,101.359,37.485000000000014,38.870999999999995,0.559,-1,-1,-1
54,1,1179.331,101.78,49.347999999999956,53.98599999999999,0.887,-1,-1,-1
54,2,927.998,79.023,82.76599999999996,67.404,0.696,-1,-1,-1
54,3,1287.513,359.638,227.76800000000003,176.969,0.997,-1,-1,-1
55,0,893.493,92.688,46.09699999999998,47.38000000000001,0.905,-1,-1,-1
55,11,874.962,103.046,33.02200000000005,37.102999999999994,0.544,-1,-1,-1
55,1,1179.494,102.171,49.230999999999995,53.382999999999996,0.883,-1,-1,-1
55,2,928.001,79.03,82.875,67.35499999999999,0.712,-1,-1,-1
55,3,1288.019,359.721,227.337,176.63300000000004,0.997,-1,-1,-1
56,0,893.503,93.573,46.10299999999995,46.23299999999999,0.917,-1,-1,-1
56,1,1178.134,101.025,50.64599999999996,54.879999999999995,0.925,-1,-1,-1
56,11,875.132,103.137,34.21199999999999,37.05799999999999,0.508,-1,-1,-1
56,2,927.898,79.471,83.072,66.68200000000002,0.766,-1,-1,-1
56,3,1289.236,362.339,225.87200000000007,176.416,0.998,-1,-1,-1
57,0,896.079,93.73,44.35799999999995,46.21499999999999,0.914,-1,-1,-1
57,1,1178.013,100.996,50.95100000000002,55.886999999999986,0.934,-1,-1,-1
57,11,875.972,96.711,45.82000000000005,43.79600000000001,0.559,-1,-1,-1
57,2,927.759,79.469,83.28800000000001,67.17000000000002,0.777,-1,-1,-1
57,3,1289.035,361.778,226.36599999999999,176.78300000000002,0.998,-1,-1,-1
58,0,894.005,94.044,46.652000000000044,45.92799999999998,0.915,-1,-1,-1
58,1,1177.989,101.447,50.45499999999993,53.236999999999995,0.947,-1,-1,-1
58,2,927.943,79.671,83.38599999999997,67.02,0.75,-1,-1,-1
58,3,1289.113,361.842,226.22199999999998,176.995,0.998,-1,-1,-1
59,0,893.137,95.006,46.644000000000005,45.504999999999995,0.936,-1,-1,-1
59,1,1178.614,102.114,50.34999999999991,53.446,0.946,-1,-1,-1
59,2,928.815,79.589,82.30899999999997,67.12200000000001,0.526,-1,-1,-1
59,3,1288.219,361.864,227.05700000000002,177.45,0.996,-1,-1,-1
60,0,893.143,95.046,46.61900000000003,45.467,0.936,-1,-1,-1
60,1,1179.028,101.971,49.988000000000056,54.649,0.947,-1,-1,-1
60,12,914.596,92.267,30.301000000000045,49.412000000000006,0.514,-1,-1,-1
60,2,928.671,78.471,85.87800000000004,67.02800000000002,0.506,-1,-1,-1
60,3,1288.385,361.821,226.9480000000001,177.803,0.997,-1,-1,-1
61,0,892.43,94.464,47.624000000000024,46.208,0.944,-1,-1,-1
61,1,1179.135,101.75,49.99299999999994,54.632000000000005,0.918,-1,-1,-1
61,2,929.413,79.544,81.98800000000006,67.12999999999998,0.518,-1,-1,-1
61,3,1288.495,362.746,226.76499999999987,176.75200000000007,0.997,-1,-1,-1
62,0,892.017,94.155,47.924999999999955,46.72399999999999,0.939,-1,-1,-1
62,1,1179.039,101.933,49.9079999999999,54.218,0.934,-1,-1,-1
62,2,929.632,79.615,81.5,67.03499999999998,0.5,-1,-1,-1
62,3,1287.524,360.367,227.5909999999999,176.743,0.996,-1,-1,-1
63,0,891.866,93.962,47.99000000000001,46.60700000000001,0.925,-1,-1,-1
63,1,1179.312,101.837,49.17100000000005,54.01299999999999,0.925,-1,-1,-1
63,3,1287.426,359.797,227.45900000000006,177.42399999999998,0.996,-1,-1,-1
63,2,927.699,78.167,84.28800000000001,68.256,0.671,-1,-1,-1
64,0,892.932,93.693,46.90700000000004,46.717,0.93,-1,-1,-1
64,13,874.223,111.053,30.826999999999998,29.208,0.531,-1,-1,-1
64,1,1179.551,102.199,48.833000000000084,53.69500000000001,0.892,-1,-1,-1
64,2,928.996,79.572,81.85699999999997,67.11500000000001,0.561,-1,-1,-1
64,3,1288.234,361.954,226.2249999999999,176.949,0.997,-1,-1,-1
65,0,893.972,93.223,46.10799999999995,47.956,0.912,-1,-1,-1
65,11,875.091,100.526,43.30200000000002,40.003,0.59,-1,-1,-1
65,1,1179.788,102.42,48.42100000000005,54.03499999999998,0.887,-1,-1,-1
65,12,915.091,91.309,29.92700000000002,50.042,0.526,-1,-1,-1
65,2,929.1,79.646,81.76200000000006,66.71999999999998,0.564,-1,-1,-1
65,3,1287.878,361.832,226.70800000000008,177.168,0.997,-1,-1,-1
66,0,876.485,92.013,63.60799999999995,48.996999999999986,0.875,-1,-1,-1
66,1,1178.632,100.055,48.38200000000006,55.459,0.857,-1,-1,-1
66,2,927.668,77.286,84.05399999999997,68.554,0.504,-1,-1,-1
66,12,917.36,91.35,27.799999999999955,50.003000000000014,0.526,-1,-1,-1
66,3,1287.799,360.827,227.22399999999993,178.16599999999994,0.997,-1,-1,-1
67,0,877.302,91.863,62.86900000000003,49.16,0.898,-1,-1,-1
67,1,1178.779,99.17,48.27399999999989,57.10199999999999,0.894,-1,-1,-1
67,12,917.206,91.019,27.846000000000004,50.178,0.63,-1,-1,-1
67,2,928.102,77.261,83.50699999999995,68.37300000000002,0.586,-1,-1,-1
67,3,1288.172,361.2,226.08899999999994,177.21499999999997,0.998,-1,-1,-1
68,0,891.079,92.272,48.999000000000024,48.275999999999996,0.915,-1,-1,-1
68,1,1178.284,101.308,49.52399999999989,52.588999999999984,0.912,-1,-1,-1
68,2,928.095,77.433,82.84699999999998,67.89399999999999,0.609,-1,-1,-1
68,3,1288.391,361.647,225.45800000000008,177.152,0.998,-1,-1,-1
69,0,891.458,92.327,48.75999999999999,48.283000000000015,0.913,-1,-1,-1
69,1,1178.169,101.148,49.63599999999997,53.10900000000001,0.921,-1,-1,-1
69,2,928.08,77.449,83.13300000000004,67.93399999999998,0.563,-1,-1,-1
69,3,1288.234,361.283,225.81999999999994,177.54499999999996,0.998,-1,-1,-1
70,1,1178.215,101.484,49.57099999999991,52.82299999999999,0.904,-1,-1,-1
70,0,875.493,90.66,64.36699999999996,48.916,0.901,-1,-1,-1
70,2,928.24,77.262,82.678,68.191,0.662,-1,-1,-1
70,3,1288.779,361.377,225.16599999999994,177.60599999999994,0.998,-1,-1,-1
71,1,1178.307,101.566,49.50800000000004,53.99000000000001,0.924,-1,-1,-1
71,0,877.011,92.949,63.62099999999998,47.909000000000006,0.901,-1,-1,-1
71,2,929.089,77.437,82.10199999999998,68.206,0.623,-1,-1,-1
71,3,1288.485,360.868,225.28500000000008,177.73099999999994,0.998,-1,-1,-1
72,0,882.277,91.499,55.98599999999999,49.18699999999998,0.914,-1,-1,-1
72,1,1178.358,101.459,49.50199999999995,54.09,0.919,-1,-1,-1
72,2,928.148,77.164,83.15700000000004,68.254,0.687,-1,-1,-1
72,3,1288.591,361.113,225.3800000000001,177.63399999999996,0.998,-1,-1,-1
73,0,886.114,92.238,51.577999999999975,48.56900000000002,0.907,-1,-1,-1
73,1,1178.344,101.857,49.50700000000006,52.260999999999996,0.901,-1,-1,-1
73,2,928.814,78.867,82.22500000000002,67.611,0.617,-1,-1,-1
73,3,1288.904,361.52,225.10699999999997,177.32400000000007,0.998,-1,-1,-1
74,0,877.946,91.937,62.19399999999996,49.08900000000001,0.916,-1,-1,-1
74,12,912.74,92.52,30.591000000000008,47.201999999999984,0.537,-1,-1,-1
74,1,1178.846,102.658,49.19900000000007,52.337,0.931,-1,-1,-1
74,2,927.26,77.289,84.269,68.98799999999999,0.618,-1,-1,-1
74,3,1288.96,362.304,225.44900000000007,176.44600000000003,0.998,-1,-1,-1
75,1,1178.151,101.75,49.684999999999945,51.226,0.896,-1,-1,-1
75,0,877.634,91.831,62.610000000000014,49.23899999999999,0.919,-1,-1,-1
75,12,912.81,92.527,30.59299999999996,47.20899999999999,0.529,-1,-1,-1
75,2,927.289,77.27,84.43700000000001,69.022,0.623,-1,-1,-1
75,3,1288.906,362.406,225.32999999999993,176.34300000000002,0.998,-1,-1,-1
76,0,877.673,91.704,62.63499999999999,49.37599999999999,0.916,-1,-1,-1
76,12,912.298,92.499,31.111999999999966,47.47200000000001,0.545,-1,-1,-1
76,1,1178.813,102.615,49.212999999999965,51.729,0.92,-1,-1,-1
76,2,927.448,77.309,84.18700000000001,68.793,0.624,-1,-1,-1
76,3,1288.713,362.596,225.5999999999999,176.22500000000002,0.998,-1,-1,-1
